id,ntd_id,agency_name,facility_id,facility_type,facility_name,geometry,geojson_geometry
453,90146,Foothill Transit,4314,Vehicle Washing Facility,Pomona Vehicle Wash Building,POINT (-117.7221473 34.0577753),"{'type': 'Point', 'coordinates': (-117.7221473, 34.0577753)}"
454,90146,Foothill Transit,4315,Vehicle Fueling Facility,Pomona Fuel Lane Area,POINT (-117.7225731 34.0577921),"{'type': 'Point', 'coordinates': (-117.7225731, 34.0577921)}"
455,90154,Los Angeles County Metropolitan Transportation Authority ,5578,Maintenance Facility (Service and Inspection),0010-E: Division 10 Tire Repair Building,POINT (-118.2161 34.05796),"{'type': 'Point', 'coordinates': (-118.2161, 34.05796)}"
456,90146,Foothill Transit,4310,"Other, Administrative & Maintenance (describe in Notes)",Pomona Operations and Maintenance Facility,POINT (-117.7234492 34.0583164),"{'type': 'Point', 'coordinates': (-117.7234492, 34.0583164)}"
457,90146,Foothill Transit,4311,Administrative Office / Sales Office,Pomona Administrative Building,POINT (-117.7234492 34.0583164),"{'type': 'Point', 'coordinates': (-117.7234492, 34.0583164)}"
458,90151,Southern California Regional Rail Authority,10806,Surface Parking Lot,Downtown Pomona,POINT (-117.7510257 34.0587381),"{'type': 'Point', 'coordinates': (-117.7510257, 34.0587381)}"
459,90151,Southern California Regional Rail Authority,9299,At-Grade Fixed Guideway Station,Los Angeles Union Station,POINT (-118.2344853 34.0573174),"{'type': 'Point', 'coordinates': (-118.2344853, 34.0573174)}"
460,90154,Los Angeles County Metropolitan Transportation Authority ,5539,Administrative Office / Sales Office,0013-C: Division 13 Transportation Building,POINT (-118.2314 34.05759),"{'type': 'Point', 'coordinates': (-118.2314, 34.05759)}"
461,90154,Los Angeles County Metropolitan Transportation Authority ,5681,"Other, Administrative & Maintenance (describe in Notes)",0030-2: Location 30 - Facility Unit Shop 2,POINT (-118.2291 34.05844),"{'type': 'Point', 'coordinates': (-118.2291, 34.05844)}"
462,90154,Los Angeles County Metropolitan Transportation Authority ,5683,"Other, Administrative & Maintenance (describe in Notes)",0030-4: Location 30 - Stores 4 Building,POINT (-118.2282 34.05869),"{'type': 'Point', 'coordinates': (-118.2282, 34.05869)}"
463,90151,Southern California Regional Rail Authority,9272,Administrative Office / Sales Office,Bauchet Engineering,POINT (-118.2326964 34.0589144),"{'type': 'Point', 'coordinates': (-118.2326964, 34.0589144)}"
464,90154,Los Angeles County Metropolitan Transportation Authority ,5685,"Other, Administrative & Maintenance (describe in Notes)",0030-6: Location 30 - Bauchet Storage Building,POINT (-118.2285 34.06004),"{'type': 'Point', 'coordinates': (-118.2285, 34.06004)}"
465,90154,Los Angeles County Metropolitan Transportation Authority ,5686,"Other, Administrative & Maintenance (describe in Notes)",0030-7: Location 30 - Bauchet Street Parking Structure,POINT (-118.2288 34.06055),"{'type': 'Point', 'coordinates': (-118.2288, 34.06055)}"
466,90154,Los Angeles County Metropolitan Transportation Authority ,5597,Underground Fixed Guideway Station,0614-A: MRL - Wilshire/Normandie Station,POINT (-118.3009 34.0616),"{'type': 'Point', 'coordinates': (-118.3009, 34.0616)}"
467,90154,Los Angeles County Metropolitan Transportation Authority ,5598,Underground Fixed Guideway Station,0616-A: MRL - Wilshire/Western Station,POINT (-118.3089 34.0621),"{'type': 'Point', 'coordinates': (-118.3089, 34.0621)}"
468,90154,Los Angeles County Metropolitan Transportation Authority ,5596,Underground Fixed Guideway Station,0612-A: MRL - Wilshire/Vermont Station,POINT (-118.291 34.06243),"{'type': 'Point', 'coordinates': (-118.291, 34.06243)}"
469,90151,Southern California Regional Rail Authority,9288,At-Grade Fixed Guideway Station,Downtown Pomona,POINT (-117.7510257 34.0587381),"{'type': 'Point', 'coordinates': (-117.7510257, 34.0587381)}"
470,90146,Foothill Transit,4313,"Other, Administrative & Maintenance (describe in Notes)",Pomona Parts Storage Area,POINT (-117.7230561 34.0588639),"{'type': 'Point', 'coordinates': (-117.7230561, 34.0588639)}"
471,90146,Foothill Transit,4312,Maintenance Facility (Service and Inspection),Pomona Vehicle Maintenance Building,POINT (-117.7230561 34.0588639),"{'type': 'Point', 'coordinates': (-117.7230561, 34.0588639)}"
472,90029,Omnitrans,11337,Bus Transfer Center,Pomona Transit Station,POINT (-117.75117 34.059188),"{'type': 'Point', 'coordinates': (-117.75117, 34.059188)}"
473,90146,Foothill Transit,19436,"Other, Administrative & Maintenance (describe in Notes)",Pomona Transit Center - Electrical Room,POINT (-117.751335 34.060941),"{'type': 'Point', 'coordinates': (-117.751335, 34.060941)}"
474,90154,Los Angeles County Metropolitan Transportation Authority ,6364,At-Grade Fixed Guideway Station,0048-A: MSL - Cal State LA Station,POINT (-118.1681 34.06245),"{'type': 'Point', 'coordinates': (-118.1681, 34.06245)}"
475,90154,Los Angeles County Metropolitan Transportation Authority ,20099,"Other, Passenger or Parking (describe in Notes)",0048-O: MSL - Cal State LA Station Pedestrian Bridge,POINT (-118.1681 34.06266),"{'type': 'Point', 'coordinates': (-118.1681, 34.06266)}"
476,90151,Southern California Regional Rail Authority,9281,At-Grade Fixed Guideway Station,Cal State L.A.,POINT (-118.1679894 34.0628445),"{'type': 'Point', 'coordinates': (-118.1679894, 34.0628445)}"
477,90154,Los Angeles County Metropolitan Transportation Authority ,17212,Surface Parking Lot,0275-P: MSL - El Monte Gunderson Parking Lot,POINT (-118.0433 34.06969),"{'type': 'Point', 'coordinates': (-118.0433, 34.06969)}"
478,90154,Los Angeles County Metropolitan Transportation Authority ,5569,"Other, Administrative & Maintenance (describe in Notes)",0009-J: Division 9 Maintenance Storage Building,POINT (-118.0437 34.07007),"{'type': 'Point', 'coordinates': (-118.0437, 34.07007)}"
479,90154,Los Angeles County Metropolitan Transportation Authority ,5568,Maintenance Facility (Service and Inspection),0009-I: Division 9 Body Shop Building,POINT (-118.044 34.07007),"{'type': 'Point', 'coordinates': (-118.044, 34.07007)}"
480,90154,Los Angeles County Metropolitan Transportation Authority ,5565,Maintenance Facility (Service and Inspection),0009-F: Division 9 Tire Repair Building,POINT (-118.0433 34.07008),"{'type': 'Point', 'coordinates': (-118.0433, 34.07008)}"
481,90154,Los Angeles County Metropolitan Transportation Authority ,5570,"Other, Administrative & Maintenance (describe in Notes)",0009-K: Division 9 Bin Canopy Building,POINT (-118.0435 34.07009),"{'type': 'Point', 'coordinates': (-118.0435, 34.07009)}"
482,90154,Los Angeles County Metropolitan Transportation Authority ,5571,"Other, Administrative & Maintenance (describe in Notes)",0009-L: Division 9 Non-Revenue Shop Building,POINT (-118.0431 34.07009),"{'type': 'Point', 'coordinates': (-118.0431, 34.07009)}"
483,90154,Los Angeles County Metropolitan Transportation Authority ,5561,Maintenance Facility (Service and Inspection),0009-B: Division 9 Maintenance Building,POINT (-118.045 34.07012),"{'type': 'Point', 'coordinates': (-118.045, 34.07012)}"
484,90154,Los Angeles County Metropolitan Transportation Authority ,20095,Maintenance Facility (Service and Inspection),0009-N: Division 9 Maintenance Annex Building,POINT (-118.0443 34.070146),"{'type': 'Point', 'coordinates': (-118.0443, 34.070146)}"
485,90146,Foothill Transit,4303,Administrative Office / Sales Office,Administration Headquarters,POINT (-117.9265007 34.0702653),"{'type': 'Point', 'coordinates': (-117.9265007, 34.0702653)}"
486,90154,Los Angeles County Metropolitan Transportation Authority ,5566,Vehicle Testing Facility,0009-G: Division 9 Dynamometer Building,POINT (-118.0464 34.07032),"{'type': 'Point', 'coordinates': (-118.0464, 34.07032)}"
487,90154,Los Angeles County Metropolitan Transportation Authority ,5572,Maintenance Facility (Service and Inspection),0009-M: Division 9 Paint Booth,POINT (-118.0438 34.07033),"{'type': 'Point', 'coordinates': (-118.0438, 34.07033)}"
488,90154,Los Angeles County Metropolitan Transportation Authority ,5562,Vehicle Fueling Facility,0009-C: Division 9 Fuel & Vacuum Building,POINT (-118.0459 34.07043),"{'type': 'Point', 'coordinates': (-118.0459, 34.07043)}"
489,90154,Los Angeles County Metropolitan Transportation Authority ,5563,Vehicle Washing Facility,0009-D: Division 9 Bus Wash 1 Building,POINT (-118.0464 34.07048),"{'type': 'Point', 'coordinates': (-118.0464, 34.07048)}"
490,90154,Los Angeles County Metropolitan Transportation Authority ,5564,Vehicle Washing Facility,0009-E: Division 9 Bus Wash 2 Building,POINT (-118.0464 34.07048),"{'type': 'Point', 'coordinates': (-118.0464, 34.07048)}"
491,90154,Los Angeles County Metropolitan Transportation Authority ,17211,Surface Parking Lot,0274-P: MSL - El Monte NE-W-SE-E Parking Lot,POINT (-118.0434 34.07144),"{'type': 'Point', 'coordinates': (-118.0434, 34.07144)}"
492,90154,Los Angeles County Metropolitan Transportation Authority ,6573,"Other, Administrative & Maintenance (describe in Notes)",0009-P: Division 9 Parking Structure,POINT (-118.0455 34.07146),"{'type': 'Point', 'coordinates': (-118.0455, 34.07146)}"
493,90154,Los Angeles County Metropolitan Transportation Authority ,5560,Administrative Office / Sales Office,0009-A: Division 9 Transportation Building,POINT (-118.0448 34.07149),"{'type': 'Point', 'coordinates': (-118.0448, 34.07149)}"
494,90154,Los Angeles County Metropolitan Transportation Authority ,6572,"Other, Passenger or Parking (describe in Notes)",0019-B: Terminal 19 Transit Store South,POINT (-118.044 34.07199),"{'type': 'Point', 'coordinates': (-118.044, 34.07199)}"
495,90154,Los Angeles County Metropolitan Transportation Authority ,6574,Bus Transfer Center,0019-D: Terminal 19 Bus Bay Structure,POINT (-118.0452 34.07223),"{'type': 'Point', 'coordinates': (-118.0452, 34.07223)}"
496,90154,Los Angeles County Metropolitan Transportation Authority ,6571,"Other, Passenger or Parking (describe in Notes)",0019-A: Terminal 19 Transit Store North,POINT (-118.044 34.07242),"{'type': 'Point', 'coordinates': (-118.044, 34.07242)}"
497,90265,City of El Monte ,3608,Combined Administrative and Maintenance Facility (describe in Notes),Office Facility located at Cypress CNG Fueling Station,POINT (-118.0306167 34.0742446),"{'type': 'Point', 'coordinates': (-118.0306167, 34.0742446)}"
498,90151,Southern California Regional Rail Authority,9291,At-Grade Fixed Guideway Station,El Monte,POINT (-118.0353846 34.0761496),"{'type': 'Point', 'coordinates': (-118.0353846, 34.0761496)}"
499,90154,Los Angeles County Metropolitan Transportation Authority ,6282,Elevated Fixed Guideway Station,0903-A: PGL - Chinatown Station,POINT (-118.2358 34.06389),"{'type': 'Point', 'coordinates': (-118.2358, 34.06389)}"
500,90154,Los Angeles County Metropolitan Transportation Authority ,5667,Maintenance Facility (Service and Inspection),0021-H: Division 21 Maintenance / Repair Body Shop,POINT (-118.2258 34.07246),"{'type': 'Point', 'coordinates': (-118.2258, 34.07246)}"
501,90154,Los Angeles County Metropolitan Transportation Authority ,5665,Vehicle Washing Facility,0021-C: Division 21 Car Wash Building,POINT (-118.226 34.07364),"{'type': 'Point', 'coordinates': (-118.226, 34.07364)}"
502,90154,Los Angeles County Metropolitan Transportation Authority ,5664,Vehicle Blow-Down Facility,0021-B: Division 21 Blowdown Building,POINT (-118.2265 34.07534),"{'type': 'Point', 'coordinates': (-118.2265, 34.07534)}"
503,90154,Los Angeles County Metropolitan Transportation Authority ,5666,General Purpose Maintenance Facility/Depot,0021-D: Division 21 Cleaning Platform,POINT (-118.2266 34.07615),"{'type': 'Point', 'coordinates': (-118.2266, 34.07615)}"
504,90154,Los Angeles County Metropolitan Transportation Authority ,5599,Underground Fixed Guideway Station,0618-A: MRL - Vermont/Beverly Station,POINT (-118.292 34.07663),"{'type': 'Point', 'coordinates': (-118.292, 34.07663)}"
505,90154,Los Angeles County Metropolitan Transportation Authority ,5663,Combined Administrative and Maintenance Facility (describe in Notes),0021-A: Division 21 Maintenance / Operations Building,POINT (-118.227 34.07703),"{'type': 'Point', 'coordinates': (-118.227, 34.07703)}"
506,90154,Los Angeles County Metropolitan Transportation Authority ,5553,"Other, Administrative & Maintenance (describe in Notes)",0007-F: Division 7 Storage Building,POINT (-118.3826 34.08474),"{'type': 'Point', 'coordinates': (-118.3826, 34.08474)}"
507,90154,Los Angeles County Metropolitan Transportation Authority ,5550,Vehicle Washing Facility,0007-C: Division 7 Bus Wash Building,POINT (-118.3825 34.08477),"{'type': 'Point', 'coordinates': (-118.3825, 34.08477)}"
508,90154,Los Angeles County Metropolitan Transportation Authority ,5551,Maintenance Facility (Service and Inspection),0007-D: Division 7 Tire Repair Building,POINT (-118.3827 34.08491),"{'type': 'Point', 'coordinates': (-118.3827, 34.08491)}"
509,90265,City of El Monte ,18687,At-Grade Fixed Guideway Station,Metrolink At-Grade Fixed Guideway Station,POINT (-118.0353846 34.0761496),"{'type': 'Point', 'coordinates': (-118.0353846, 34.0761496)}"
510,90151,Southern California Regional Rail Authority,10809,Surface Parking Lot,El Monte,POINT (-118.0353846 34.0761496),"{'type': 'Point', 'coordinates': (-118.0353846, 34.0761496)}"
511,90265,City of El Monte ,3610,Surface Parking Lot,Metrolink Station Parking Lot,POINT (-118.0353846 34.0761496),"{'type': 'Point', 'coordinates': (-118.0353846, 34.0761496)}"
512,90265,City of El Monte ,18566,Bus Transfer Center,Trolley Station,POINT (-118.0358353 34.0761867),"{'type': 'Point', 'coordinates': (-118.0358353, 34.0761867)}"
513,90265,City of El Monte ,3607,Combined Administrative and Maintenance Facility (describe in Notes),Public Works Maintenance and Transportation Services Division Bus Yard,POINT (-118.0440331 34.0797788),"{'type': 'Point', 'coordinates': (-118.0440331, 34.0797788)}"
514,90154,Los Angeles County Metropolitan Transportation Authority ,6283,Elevated Fixed Guideway Station,0905-A: PGL - Lincoln/Cypress Station,POINT (-118.2204 34.08099),"{'type': 'Point', 'coordinates': (-118.2204, 34.08099)}"
515,90154,Los Angeles County Metropolitan Transportation Authority ,6593,Surface Parking Lot,0226-P: PGL - Lincoln/Cypress Parking Lot,POINT (-118.2205 34.0813),"{'type': 'Point', 'coordinates': (-118.2205, 34.0813)}"
516,90251,City of Baldwin Park,12448,Surface Parking Lot,Cruz Baca Transcentre (Baldwin Park Metrolink Station),POINT (-117.9582025 34.085445),"{'type': 'Point', 'coordinates': (-117.9582025, 34.085445)}"
517,90151,Southern California Regional Rail Authority,9277,At-Grade Fixed Guideway Station,Baldwin Park,POINT (-117.9582025 34.085445),"{'type': 'Point', 'coordinates': (-117.9582025, 34.085445)}"
518,90151,Southern California Regional Rail Authority,10798,Surface Parking Lot,Baldwin Park,POINT (-117.9582025 34.085445),"{'type': 'Point', 'coordinates': (-117.9582025, 34.085445)}"
519,90154,Los Angeles County Metropolitan Transportation Authority ,5549,Vehicle Fueling Facility,0007-B: Division 7 Fuel and Vacuum Bldg.,POINT (-118.3821 34.08512),"{'type': 'Point', 'coordinates': (-118.3821, 34.08512)}"
520,90154,Los Angeles County Metropolitan Transportation Authority ,5552,Maintenance Facility (Service and Inspection),0007-E: Division 7 Service Bay Building,POINT (-118.3823 34.08528),"{'type': 'Point', 'coordinates': (-118.3823, 34.08528)}"
521,90154,Los Angeles County Metropolitan Transportation Authority ,5548,Combined Administrative and Maintenance Facility (describe in Notes),0007-A: Division 7 Transportation/Maintenance Building,POINT (-118.3825 34.08554),"{'type': 'Point', 'coordinates': (-118.3825, 34.08554)}"
522,90151,Southern California Regional Rail Authority,6171,Heavy Maintenance & Overhaul (Backshop),Central Maintenance Facility,POINT (-118.2269929 34.0870761),"{'type': 'Point', 'coordinates': (-118.2269929, 34.0870761)}"
523,90154,Los Angeles County Metropolitan Transportation Authority ,5515,Administrative Office / Sales Office,0003-A: Division 3 Transportation Building,POINT (-118.2241 34.08787),"{'type': 'Point', 'coordinates': (-118.2241, 34.08787)}"
524,90154,Los Angeles County Metropolitan Transportation Authority ,5521,"Other, Administrative & Maintenance (describe in Notes)",0003-G: Division 3 Parking Structure,POINT (-118.224 34.08873),"{'type': 'Point', 'coordinates': (-118.224, 34.08873)}"
525,90154,Los Angeles County Metropolitan Transportation Authority ,5517,Vehicle Fueling Facility,0003-C: Division 3 Fuel & Vacuum Building,POINT (-118.2246 34.08875),"{'type': 'Point', 'coordinates': (-118.2246, 34.08875)}"
526,90154,Los Angeles County Metropolitan Transportation Authority ,5519,Vehicle Washing Facility,0003-E: Division 3 Steam Clean Building,POINT (-118.2247 34.0893),"{'type': 'Point', 'coordinates': (-118.2247, 34.0893)}"
527,90154,Los Angeles County Metropolitan Transportation Authority ,5518,Vehicle Washing Facility,0003-D: Division 3 Bus Wash Building,POINT (-118.2246 34.08931),"{'type': 'Point', 'coordinates': (-118.2246, 34.08931)}"
528,90154,Los Angeles County Metropolitan Transportation Authority ,17192,"Other, Administrative & Maintenance (describe in Notes)",0003-I: Division 3 Storage Canopy,POINT (-118.2238 34.08934),"{'type': 'Point', 'coordinates': (-118.2238, 34.08934)}"
529,90251,City of Baldwin Park,12447,Parking Structure,Baldwin Park Transit Center Parking Structure,POINT (-117.9589796 34.0856627),"{'type': 'Point', 'coordinates': (-117.9589796, 34.0856627)}"
530,90154,Los Angeles County Metropolitan Transportation Authority ,10591,Bus Transfer Center,0045-P: Rose Hill Station,POINT (-118.187 34.08616),"{'type': 'Point', 'coordinates': (-118.187, 34.08616)}"
531,90154,Los Angeles County Metropolitan Transportation Authority ,6592,Surface Parking Lot,0225-P: PGL - Heritage Square/ Arroyo Parking Lot,POINT (-118.2129 34.08703),"{'type': 'Point', 'coordinates': (-118.2129, 34.08703)}"
532,90154,Los Angeles County Metropolitan Transportation Authority ,6284,At-Grade Fixed Guideway Station,0907-A: PGL - Heritage Square Station,POINT (-118.2132 34.08731),"{'type': 'Point', 'coordinates': (-118.2132, 34.08731)}"
533,90154,Los Angeles County Metropolitan Transportation Authority ,6379,Administrative Office / Sales Office,0055-A: Lost and Found Building,POINT (-118.2123 34.08797),"{'type': 'Point', 'coordinates': (-118.2123, 34.08797)}"
534,90151,Southern California Regional Rail Authority,10805,Surface Parking Lot,Covina,POINT (-117.8895809 34.0921598),"{'type': 'Point', 'coordinates': (-117.8895809, 34.0921598)}"
535,90151,Southern California Regional Rail Authority,9286,At-Grade Fixed Guideway Station,Covina,POINT (-117.8895809 34.0921598),"{'type': 'Point', 'coordinates': (-117.8895809, 34.0921598)}"
536,90151,Southern California Regional Rail Authority,9263,Administrative Office / Sales Office,Metrolink Operations Center (MOC),POINT (-117.7521517 34.0930997),"{'type': 'Point', 'coordinates': (-117.7521517, 34.0930997)}"
537,90151,Southern California Regional Rail Authority,9315,At-Grade Fixed Guideway Station,Pomona (North),POINT (-117.7533309 34.0938039),"{'type': 'Point', 'coordinates': (-117.7533309, 34.0938039)}"
538,90151,Southern California Regional Rail Authority,10833,Surface Parking Lot,Pomona (North),POINT (-117.7533309 34.0938039),"{'type': 'Point', 'coordinates': (-117.7533309, 34.0938039)}"
539,90151,Southern California Regional Rail Authority,10834,Surface Parking Lot,Rancho Cucamonga,POINT (-117.5599189 34.0918474),"{'type': 'Point', 'coordinates': (-117.5599189, 34.0918474)}"
540,90029,Omnitrans,3505,Administrative Office / Sales Office,WV Operations Bldg,POINT (-117.702901 34.0930458),"{'type': 'Point', 'coordinates': (-117.702901, 34.0930458)}"
541,90029,Omnitrans,3503,Vehicle Washing Facility,WV Bus Wash,POINT (-117.702901 34.0930458),"{'type': 'Point', 'coordinates': (-117.702901, 34.0930458)}"
542,90029,Omnitrans,3524,Combined Administrative and Maintenance Facility (describe in Notes),WV Property,POINT (-117.702901 34.0930458),"{'type': 'Point', 'coordinates': (-117.702901, 34.0930458)}"
543,90029,Omnitrans,3500,Vehicle Fueling Facility,WV Fuel Island,POINT (-117.702901 34.0930458),"{'type': 'Point', 'coordinates': (-117.702901, 34.0930458)}"
544,90029,Omnitrans,3455,General Purpose Maintenance Facility/Depot,WV Maint Bldg,POINT (-117.702901 34.0930458),"{'type': 'Point', 'coordinates': (-117.702901, 34.0930458)}"
545,90029,Omnitrans,3507,Bus Transfer Center,Montclair TC,POINT (-117.695519 34.094149),"{'type': 'Point', 'coordinates': (-117.695519, 34.094149)}"
546,90151,Southern California Regional Rail Authority,9332,At-Grade Fixed Guideway Station,Upland,POINT (-117.6465096 34.0946382),"{'type': 'Point', 'coordinates': (-117.6465096, 34.0946382)}"
547,90151,Southern California Regional Rail Authority,10850,Surface Parking Lot,Upland,POINT (-117.6465096 34.0946382),"{'type': 'Point', 'coordinates': (-117.6465096, 34.0946382)}"
548,90151,Southern California Regional Rail Authority,9300,At-Grade Fixed Guideway Station,Montclair,POINT (-117.6948962 34.0946938),"{'type': 'Point', 'coordinates': (-117.6948962, 34.0946938)}"
549,90008,City of Santa Monica,3451,General Purpose Maintenance Facility/Depot,BBB Main Yard & Grounds,POINT (-118.4882324 34.0139931),"{'type': 'Point', 'coordinates': (-118.4882324, 34.0139931)}"
550,90008,City of Santa Monica,3448,Maintenance Facility (Service and Inspection),BBB Maintenance Facility,POINT (-118.4882324 34.0139931),"{'type': 'Point', 'coordinates': (-118.4882324, 34.0139931)}"
551,90008,City of Santa Monica,3449,Administrative Office / Sales Office,BBB Administration Facility,POINT (-118.4882324 34.0139931),"{'type': 'Point', 'coordinates': (-118.4882324, 34.0139931)}"
552,90008,City of Santa Monica,3450,Vehicle Fueling Facility,BBB Fuel & Wash Facility/Revenue,POINT (-118.4882324 34.0139931),"{'type': 'Point', 'coordinates': (-118.4882324, 34.0139931)}"
553,90154,Los Angeles County Metropolitan Transportation Authority ,6328,At-Grade Fixed Guideway Station,1037-A: MEL - Downtown Santa Monica Station,POINT (-118.4914 34.01404),"{'type': 'Point', 'coordinates': (-118.4914, 34.01404)}"
554,90154,Los Angeles County Metropolitan Transportation Authority ,6626,Surface Parking Lot,0256-P: MEL - 17th Street / SMC Parking Lot,POINT (-118.4799 34.02304),"{'type': 'Point', 'coordinates': (-118.4799, 34.02304)}"
555,90154,Los Angeles County Metropolitan Transportation Authority ,6327,At-Grade Fixed Guideway Station,1035-A: MEL - 17th Street / SMC Station,POINT (-118.4804 34.02316),"{'type': 'Point', 'coordinates': (-118.4804, 34.02316)}"
556,90147,City of Los Angeles,8517,Surface Parking Lot,Encino Park & Ride,POINT (-118.4922323 34.1638874),"{'type': 'Point', 'coordinates': (-118.4922323, 34.1638874)}"
557,90164,Ventura County Transportation Commission,10980,Bus Transfer Center,Thousand Oaks Transportation Center ,POINT (-118.861241 34.174695),"{'type': 'Point', 'coordinates': (-118.861241, 34.174695)}"
558,90165,City of Thousand Oaks,3577,Surface Parking Lot,Thousand Oaks Community Transportation Center Parking Lots,POINT (-118.8619372 34.175135),"{'type': 'Point', 'coordinates': (-118.8619372, 34.175135)}"
559,90151,Southern California Regional Rail Authority,10818,Surface Parking Lot,Montclair,POINT (-117.6948962 34.0946938),"{'type': 'Point', 'coordinates': (-117.6948962, 34.0946938)}"
560,90031,Riverside Transit Agency,10137,Bus Transfer Center,San Bernardino Downtown Transit Center,POINT (-117.6951133 34.0947566),"{'type': 'Point', 'coordinates': (-117.6951133, 34.0947566)}"
561,90031,Riverside Transit Agency,10136,Bus Transfer Center,Montclair TransCenter,POINT (-117.6951133 34.0947566),"{'type': 'Point', 'coordinates': (-117.6951133, 34.0947566)}"
562,90151,Southern California Regional Rail Authority,9292,At-Grade Fixed Guideway Station,Fontana,POINT (-117.4375866 34.0951696),"{'type': 'Point', 'coordinates': (-117.4375866, 34.0951696)}"
563,90151,Southern California Regional Rail Authority,10810,Surface Parking Lot,Fontana,POINT (-117.4375866 34.0951696),"{'type': 'Point', 'coordinates': (-117.4375866, 34.0951696)}"
564,90029,Omnitrans,3510,Bus Transfer Center,Fontana TC,POINT (-117.43674 34.095574),"{'type': 'Point', 'coordinates': (-117.43674, 34.095574)}"
565,90151,Southern California Regional Rail Authority,10835,Surface Parking Lot,Rialto,POINT (-117.3728022 34.0968734),"{'type': 'Point', 'coordinates': (-117.3728022, 34.0968734)}"
566,90151,Southern California Regional Rail Authority,9317,At-Grade Fixed Guideway Station,Rialto,POINT (-117.3728022 34.0968734),"{'type': 'Point', 'coordinates': (-117.3728022, 34.0968734)}"
567,90029,Omnitrans,19245,Vehicle Fueling Facility,I Street Fuel Island Building,POINT (-117.304325 34.0969497),"{'type': 'Point', 'coordinates': (-117.304325, 34.0969497)}"
568,90029,Omnitrans,3525,Combined Administrative and Maintenance Facility (describe in Notes),I Street Property,POINT (-117.304325 34.0969497),"{'type': 'Point', 'coordinates': (-117.304325, 34.0969497)}"
569,90151,Southern California Regional Rail Authority,9266,Administrative Office / Sales Office,Maintenance of Way (MOW),POINT (-117.7491026 34.0938806),"{'type': 'Point', 'coordinates': (-117.7491026, 34.0938806)}"
570,90154,Los Angeles County Metropolitan Transportation Authority ,10596,At-Grade Fixed Guideway Station,1911-A: Claremont Metrolink Station,POINT (-117.7163 34.09394),"{'type': 'Point', 'coordinates': (-117.7163, 34.09394)}"
571,90151,Southern California Regional Rail Authority,9265,Administrative Office / Sales Office,Melbourne,POINT (-117.7449454 34.0944137),"{'type': 'Point', 'coordinates': (-117.7449454, 34.0944137)}"
572,90151,Southern California Regional Rail Authority,9264,Administrative Office / Sales Office,Dispatch Operations Center (DOC),POINT (-117.748241 34.0944139),"{'type': 'Point', 'coordinates': (-117.748241, 34.0944139)}"
573,90151,Southern California Regional Rail Authority,9284,At-Grade Fixed Guideway Station,Claremont,POINT (-117.7164342 34.0946813),"{'type': 'Point', 'coordinates': (-117.7164342, 34.0946813)}"
574,90151,Southern California Regional Rail Authority,10803,Surface Parking Lot,Claremont,POINT (-117.7164342 34.0946813),"{'type': 'Point', 'coordinates': (-117.7164342, 34.0946813)}"
575,90154,Los Angeles County Metropolitan Transportation Authority ,6285,At-Grade Fixed Guideway Station,0909-A: PGL - Southwest Museum Station,POINT (-118.2067 34.09828),"{'type': 'Point', 'coordinates': (-118.2067, 34.09828)}"
576,90146,Foothill Transit,18785,Parking Structure,Covina Park and Ride,POINT (-117.8887238 34.1003372),"{'type': 'Point', 'coordinates': (-117.8887238, 34.1003372)}"
577,90146,Foothill Transit,4309,Vehicle Fueling Facility,Arcadia Fuel Lane Area,POINT (-118.0040952 34.1035646),"{'type': 'Point', 'coordinates': (-118.0040952, 34.1035646)}"
578,90146,Foothill Transit,4308,Vehicle Washing Facility,Arcadia Vehicle Wash Building,POINT (-118.0045423 34.1036387),"{'type': 'Point', 'coordinates': (-118.0045423, 34.1036387)}"
579,90029,Omnitrans,3522,Administrative Office / Sales Office,I Street Admin Bldg,POINT (-117.304325 34.0969497),"{'type': 'Point', 'coordinates': (-117.304325, 34.0969497)}"
580,90029,Omnitrans,3392,"Other, Administrative & Maintenance (describe in Notes)",I Street Security Booth,POINT (-117.304325 34.0969497),"{'type': 'Point', 'coordinates': (-117.304325, 34.0969497)}"
581,90029,Omnitrans,3390,General Purpose Maintenance Facility/Depot,I Street Maintenance Building,POINT (-117.304325 34.0969497),"{'type': 'Point', 'coordinates': (-117.304325, 34.0969497)}"
582,90151,Southern California Regional Rail Authority,9322,At-Grade Fixed Guideway Station,San Bernardino-Downtown,POINT (-117.2943035 34.0985093),"{'type': 'Point', 'coordinates': (-117.2943035, 34.0985093)}"
583,90151,Southern California Regional Rail Authority,10840,Surface Parking Lot,San Bernardino-Downtown,POINT (-117.2943035 34.0985093),"{'type': 'Point', 'coordinates': (-117.2943035, 34.0985093)}"
584,90029,Omnitrans,3506,Bus Transfer Center,SBTC,POINT (-117.295703 34.1002495),"{'type': 'Point', 'coordinates': (-117.295703, 34.1002495)}"
585,90151,Southern California Regional Rail Authority,10839,Surface Parking Lot,San Bernardino Depot,POINT (-117.3097989 34.1042343),"{'type': 'Point', 'coordinates': (-117.3097989, 34.1042343)}"
586,90151,Southern California Regional Rail Authority,9321,At-Grade Fixed Guideway Station,San Bernardino Depot,POINT (-117.3097989 34.1042343),"{'type': 'Point', 'coordinates': (-117.3097989, 34.1042343)}"
